student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S12941,Ireland,Germany,Düsseldorf,Heinrich Heine University Düsseldorf,Medicine,Social Sciences,2017,No,Job Opportunities,2021,Placed,SAP,97694,2.38,J1,Post-Study Visa,Duolingo,4.17
S12942,USA,USA,Phoenix,Arizona State University,Computer Science,Engineering,2020,Yes,Quality of Life,2026,Placed,IBM,96139,2.27,J1,Blue Card,GRE,4.11
S12943,Germany,Germany,Essen,University of Duisburg-Essen,Data Science,Social Sciences,2020,No,Higher Ranking,2023,Placed,Deloitte,83705,3.2,J1,Work Permit,PTE,8.05
S12944,UAE,Ireland,Galway,National University of Ireland Galway,Electrical Engineering,Natural Sciences,2015,No,Quality of Life,2021,Placed,Siemens,85286,3.87,Tier 4,Blue Card,IELTS,7.01
S12945,UAE,Finland,Oulu,University of Oulu,Design,Engineering,2021,No,Higher Ranking,2024,Placed,Google,38687,3.82,Tier 4,Blue Card,Duolingo,2.98
S12946,UK,Finland,Turku,University of Turku,Data Science,Social Sciences,2020,No,Higher Ranking,2024,Placed,Facebook,66848,2.53,Tier 4,Blue Card,IELTS,6.86
S12947,India,Canada,Ottawa,Carleton University,Mechanical Engineering,Computer Science,2015,Yes,Scholarship,2017,Placed,Amazon,42585,3.39,Student Visa,PSW,IELTS,4.72
S12948,Ireland,Ireland,Limerick,University of Limerick,Biotechnology,Social Sciences,2015,Yes,Higher Ranking,2021,Placed,Siemens,98950,3.78,Study Permit,Blue Card,PTE,7.84
S12949,Germany,USA,San Antonio,University of Texas at San Antonio,Biotechnology,Arts,2015,Yes,Quality of Life,2019,Placed,Facebook,84214,2.01,Student Visa,Work Permit,GRE,4.63
S12950,India,USA,New York,New York University,Biotechnology,Medicine,2014,Yes,Job Opportunities,2020,Placed,Microsoft,67255,2.92,Schengen Student Visa,Post-Study Visa,TOEFL,7.2
S12951,Finland,UAE,Sharjah,American University of Sharjah,Law,Business,2017,No,Political Stability,2019,Placed,Siemens,60850,3.09,J1,Work Permit,GRE,3.76
S12952,Russia,South Africa,Johannesburg,University of Johannesburg,Finance,Arts,2022,No,Scholarship,2024,Placed,IBM,72753,3.83,Schengen Student Visa,Blue Card,IELTS,4.24
S12953,UK,UAE,Ajman,Ajman University,Law,Computer Science,2021,Yes,Job Opportunities,2026,Placed,IBM,70631,2.45,F1,OPT,TOEFL,9.52
S12954,Ireland,Russia,Moscow,Bauman Moscow State Technical University,Electrical Engineering,Natural Sciences,2016,No,Quality of Life,2019,Placed,Tesla,75108,3.81,Schengen Student Visa,OPT,TOEFL,8.42
S12955,Russia,UAE,Ras Al Khaimah,American University of Ras Al Khaimah,Economics,Law,2017,Yes,Job Opportunities,2023,Placed,ExxonMobil,59930,3.52,Schengen Student Visa,Blue Card,TOEFL,5.65
S12956,Germany,UAE,Sharjah,American University of Sharjah,Business Administration,Engineering,2020,No,Scholarship,2024,Placed,Siemens,87707,3.55,Tier 4,Post-Study Visa,PTE,2.47
S12957,India,UK,Sheffield,University of Sheffield,Political Science,Law,2018,Yes,Higher Ranking,2020,Placed,Deloitte,71846,2.76,Schengen Student Visa,OPT,Duolingo,5.66
S12958,India,India,Delhi,University of Delhi,Design,Medicine,2016,Yes,Scholarship,2020,Placed,Amazon,43619,2.51,Study Permit,PSW,TOEFL,5.76
S12959,Finland,South Africa,Nelspruit,University of Mpumalanga,Medicine,Medicine,2022,Yes,Political Stability,2024,Placed,Siemens,94819,2.91,Student Visa,PSW,Duolingo,6.8
S12960,Germany,Ireland,Killarney,Killarney Community College,Medicine,Social Sciences,2019,Yes,Quality of Life,2023,Placed,Goldman Sachs,46556,3.49,F1,PSW,Duolingo,5.11
S12961,USA,Canada,Calgary,University of Calgary,Economics,Arts,2020,Yes,Quality of Life,2024,Placed,Siemens,51186,3.53,F1,Work Permit,GRE,7.33
S12962,UK,Canada,Calgary,University of Calgary,Law,Engineering,2023,Yes,Quality of Life,2025,Placed,Microsoft,36527,3.57,Tier 4,OPT,IELTS,9.59
S12963,Germany,South Africa,Cape Town,Cape Peninsula University of Technology,Finance,Social Sciences,2021,Yes,Higher Ranking,2024,Placed,Nestle,43803,2.01,J1,PSW,IELTS,8.05
S12964,Ireland,Canada,Montreal,McGill University,Design,Business,2016,Yes,Higher Ranking,2018,Placed,Deloitte,77265,2.75,Schengen Student Visa,OPT,Duolingo,8.02
S12965,Finland,UAE,Ajman,Ajman University,Design,Arts,2015,Yes,Political Stability,2021,Placed,McKinsey,77943,2.89,J1,Work Permit,TOEFL,8.97
S12966,Russia,India,Pune,MIT World Peace University,Law,Natural Sciences,2018,Yes,Higher Ranking,2024,Placed,McKinsey,99492,2.51,F1,OPT,TOEFL,6.78
S12967,India,Ireland,Cork,University College Cork,Economics,Arts,2023,Yes,Higher Ranking,2029,Placed,Siemens,59390,2.86,J1,PSW,PTE,5.72
S12968,Finland,Germany,Hannover,Leibniz University Hannover,Civil Engineering,Social Sciences,2020,No,Job Opportunities,2026,Placed,Facebook,58786,4.0,Study Permit,Work Permit,GRE,3.67
S12969,Finland,USA,San Diego,San Diego State University,Computer Science,Law,2020,No,Scholarship,2022,Placed,IBM,89403,3.68,Study Permit,Post-Study Visa,TOEFL,8.12
S12970,Russia,Finland,Kuopio,University of Eastern Finland,Mechanical Engineering,Business,2020,No,Higher Ranking,2026,Placed,Tesla,62076,2.44,F1,OPT,IELTS,2.31
S12971,India,Ireland,Dublin,Trinity College Dublin,Civil Engineering,Law,2021,No,Job Opportunities,2025,Placed,IBM,78173,3.46,Student Visa,Post-Study Visa,Duolingo,8.36
S12972,India,India,Mumbai,Indian Institute of Technology Bombay,Biotechnology,Computer Science,2021,No,Scholarship,2027,Placed,Apple,49610,2.15,Schengen Student Visa,Post-Study Visa,IELTS,4.33
S12973,Ireland,India,Mumbai,Indian Institute of Technology Bombay,Architecture,Business,2016,No,Quality of Life,2022,Placed,Google,88193,2.08,Study Permit,Blue Card,PTE,7.3
S12974,Finland,Russia,Moscow,Lomonosov Moscow State University,Civil Engineering,Social Sciences,2016,Yes,Higher Ranking,2019,Placed,Goldman Sachs,91725,2.0,F1,Post-Study Visa,GRE,9.33
S12975,Canada,South Africa,Durban,University of KwaZulu-Natal,Biotechnology,Social Sciences,2020,No,Scholarship,2026,Placed,McKinsey,45276,2.81,Study Permit,Work Permit,PTE,2.42
S12976,Russia,Canada,Montreal,McGill University,Architecture,Medicine,2016,No,Political Stability,2020,Placed,IBM,53718,2.14,Study Permit,Post-Study Visa,PTE,5.14
S12977,Russia,UK,Bristol,University of Bristol,Finance,Medicine,2017,Yes,Higher Ranking,2023,Placed,Alphabet (Google),33246,3.57,Study Permit,PSW,PTE,5.08
S12978,Russia,UK,Leeds,University of Leeds,Business Administration,Social Sciences,2019,Yes,Higher Ranking,2024,Placed,Coca-Cola,35806,3.77,Schengen Student Visa,OPT,IELTS,4.99
S12979,South Africa,Canada,Toronto,Ryerson University,Data Science,Engineering,2018,No,Job Opportunities,2020,Placed,Facebook,98912,3.43,F1,OPT,TOEFL,2.14
S12980,Ireland,UK,Leeds,University of Leeds,Finance,Social Sciences,2017,Yes,Job Opportunities,2023,Placed,Facebook,41770,3.88,Study Permit,Blue Card,IELTS,9.6
S12981,Finland,Finland,Lahti,Lahti University of Applied Sciences,Finance,Engineering,2018,Yes,Job Opportunities,2021,Placed,Siemens,95690,3.9,Schengen Student Visa,Work Permit,PTE,2.59
S12982,UAE,Germany,Cologne,University of Cologne,Law,Business,2022,No,Higher Ranking,2027,Placed,Apple,84723,2.33,Schengen Student Visa,PSW,IELTS,7.23
S12983,Germany,UAE,Umm Al Quwain,British University in Dubai,Law,Social Sciences,2019,Yes,Higher Ranking,2021,Placed,McKinsey,50495,2.27,Schengen Student Visa,Work Permit,IELTS,4.05
S12984,Ireland,Russia,Yekaterinburg,Ural Federal University,Design,Computer Science,2021,No,Quality of Life,2027,Placed,IBM,44953,2.26,Study Permit,Work Permit,Duolingo,6.23
S12985,Finland,India,Pune,Symbiosis International University,Business Administration,Medicine,2022,No,Job Opportunities,2026,Placed,SAP,67472,2.7,Student Visa,Post-Study Visa,PTE,6.14
S12986,Finland,Russia,Chelyabinsk,South Ural State University,Finance,Business,2019,Yes,Political Stability,2022,Placed,Intel,42683,2.1,Study Permit,PSW,PTE,8.77
S12987,UAE,UAE,Umm Al Quwain,British University in Dubai,Business Administration,Arts,2019,No,Political Stability,2023,Placed,SAP,48532,2.68,Student Visa,Work Permit,PTE,2.65
S12988,South Africa,Germany,Düsseldorf,Heinrich Heine University Düsseldorf,Design,Computer Science,2021,Yes,Job Opportunities,2026,Placed,IBM,76361,3.16,J1,PSW,TOEFL,3.04
S12989,Ireland,India,Bangalore,Indian Institute of Science,Psychology,Arts,2023,Yes,Scholarship,2027,Placed,Microsoft,54568,2.57,F1,Blue Card,TOEFL,9.33
S12990,UAE,UK,Bristol,University of Bristol,Civil Engineering,Law,2023,No,Quality of Life,2026,Placed,SAP,49988,2.66,F1,Work Permit,PTE,3.79
S12991,USA,Canada,Winnipeg,University of Winnipeg,Design,Natural Sciences,2016,Yes,Political Stability,2018,Placed,Facebook,71910,3.74,Schengen Student Visa,Work Permit,TOEFL,9.06
S12992,India,UAE,Umm Al Quwain,British University in Dubai,Architecture,Law,2015,No,Higher Ranking,2018,Placed,SAP,58304,2.81,F1,Post-Study Visa,IELTS,8.12
S12993,Finland,UAE,Ajman,Ajman University,Computer Science,Engineering,2022,Yes,Quality of Life,2028,Placed,Apple,33819,2.59,Schengen Student Visa,Blue Card,Duolingo,3.37
S12994,Germany,Canada,Edmonton,MacEwan University,Electrical Engineering,Medicine,2018,Yes,Job Opportunities,2020,Placed,Facebook,41611,2.04,J1,Post-Study Visa,PTE,9.46
S12995,UAE,USA,Chicago,University of Chicago,Computer Science,Business,2022,No,Higher Ranking,2024,Placed,Microsoft,31624,2.21,J1,Post-Study Visa,PTE,3.04
S12996,South Africa,UK,Liverpool,University of Liverpool,Architecture,Business,2018,Yes,Higher Ranking,2020,Placed,SAP,46236,2.26,Tier 4,Work Permit,TOEFL,8.05
S12997,South Africa,UK,Bristol,University of Bristol,Electrical Engineering,Natural Sciences,2017,No,Scholarship,2019,Placed,Intel,55268,2.87,Tier 4,Blue Card,GRE,6.34
S12998,UAE,UAE,Abu Dhabi,Khalifa University,Architecture,Business,2015,Yes,Scholarship,2021,Placed,Apple,35148,2.54,F1,Post-Study Visa,PTE,6.44
S12999,Canada,South Africa,Durban,University of KwaZulu-Natal,Medicine,Arts,2014,Yes,Scholarship,2018,Placed,Apple,47883,2.4,J1,Blue Card,IELTS,8.89
S13000,UAE,UK,Sheffield,University of Sheffield,Civil Engineering,Engineering,2016,No,Quality of Life,2021,Placed,Amazon,49716,2.28,Study Permit,Blue Card,PTE,2.39
S13001,India,South Africa,Cape Town,Cape Peninsula University of Technology,Design,Engineering,2016,Yes,Scholarship,2022,Placed,Facebook,43949,2.1,Schengen Student Visa,OPT,IELTS,7.75
S13002,Finland,Ireland,Limerick,University of Limerick,Law,Business,2022,Yes,Job Opportunities,2027,Placed,Apple,63337,2.98,Schengen Student Visa,Blue Card,TOEFL,3.62
S13003,South Africa,UK,London,King's College London,Economics,Law,2018,Yes,Higher Ranking,2020,Placed,Microsoft,71419,3.62,J1,Work Permit,IELTS,3.33
S13004,Finland,South Africa,Cape Town,University of Cape Town,Political Science,Law,2018,No,Scholarship,2021,Placed,Facebook,52122,3.97,Student Visa,PSW,PTE,8.84
S13005,UK,South Africa,Bloemfontein,University of the Free State,Business Administration,Natural Sciences,2022,Yes,Quality of Life,2027,Placed,Tesla,51270,2.88,F1,PSW,PTE,7.12
S13006,Canada,Germany,Hannover,Leibniz University Hannover,Medicine,Law,2017,Yes,Scholarship,2021,Placed,Deloitte,94372,2.72,Study Permit,OPT,GRE,4.04
S13007,UK,UK,Manchester,University of Manchester,Computer Science,Law,2014,Yes,Political Stability,2017,Placed,Tesla,86349,2.16,Study Permit,Blue Card,PTE,2.08
S13008,Germany,Russia,Moscow,Lomonosov Moscow State University,Business Administration,Medicine,2017,No,Higher Ranking,2020,Placed,Amazon,91713,2.06,Student Visa,Post-Study Visa,TOEFL,3.04
S13009,UAE,South Africa,Nelspruit,University of Mpumalanga,Mechanical Engineering,Engineering,2017,Yes,Higher Ranking,2023,Placed,Microsoft,48013,3.33,Tier 4,Work Permit,TOEFL,4.22
S13010,Canada,USA,San Antonio,University of Texas at San Antonio,Architecture,Engineering,2021,Yes,Higher Ranking,2025,Placed,Google,61565,3.19,Schengen Student Visa,Post-Study Visa,GRE,5.14
S13011,USA,UK,Leeds,University of Leeds,Economics,Natural Sciences,2017,No,Quality of Life,2021,Placed,SAP,68968,2.07,Student Visa,PSW,TOEFL,4.26
S13012,Finland,India,Bangalore,Bangalore University,Civil Engineering,Engineering,2015,Yes,Scholarship,2019,Placed,Tesla,49857,2.94,F1,Post-Study Visa,IELTS,3.93
S13013,Ireland,Ireland,Waterford,Waterford Institute of Technology,Economics,Engineering,2022,No,Quality of Life,2028,Placed,SAP,78357,3.37,Student Visa,Blue Card,TOEFL,7.96
S13014,Finland,South Africa,Port Elizabeth,Nelson Mandela University,Architecture,Law,2020,Yes,Quality of Life,2024,Placed,McKinsey,80866,2.25,Student Visa,PSW,Duolingo,5.25
S13015,USA,UK,London,Imperial College London,Mechanical Engineering,Law,2019,No,Scholarship,2021,Placed,Goldman Sachs,79582,3.25,Student Visa,PSW,GRE,7.04
S13016,UAE,Ireland,Galway,National University of Ireland Galway,Medicine,Medicine,2014,Yes,Political Stability,2019,Placed,IBM,81250,2.07,J1,Blue Card,IELTS,6.19
S13017,UAE,India,Surat,Veer Narmad South Gujarat University,Political Science,Law,2023,Yes,Political Stability,2029,Placed,Amazon,48159,3.74,F1,Blue Card,PTE,5.49
S13018,UK,India,Pune,Savitribai Phule Pune University,Medicine,Law,2015,Yes,Higher Ranking,2017,Placed,Facebook,50978,3.02,Tier 4,OPT,PTE,3.47
S13019,South Africa,Russia,Yekaterinburg,Ural Federal University,Civil Engineering,Engineering,2022,No,Political Stability,2027,Placed,Deloitte,79835,3.93,Student Visa,OPT,GRE,4.02
S13020,Finland,UK,Glasgow,University of Strathclyde,Medicine,Computer Science,2014,Yes,Job Opportunities,2018,Placed,Siemens,83279,3.81,F1,Post-Study Visa,PTE,4.85
S13021,Russia,Russia,Chelyabinsk,South Ural State University,Mechanical Engineering,Arts,2023,Yes,Quality of Life,2029,Placed,Tesla,46198,3.65,Tier 4,Blue Card,Duolingo,2.59
S13022,UAE,Germany,Munich,Ludwig Maximilian University of Munich,Architecture,Social Sciences,2018,No,Quality of Life,2024,Placed,Apple,50581,2.29,F1,PSW,TOEFL,3.43
S13023,Ireland,India,Kolkata,University of Calcutta,Electrical Engineering,Medicine,2023,No,Political Stability,2027,Placed,Google,60910,3.3,F1,OPT,GRE,9.13
S13024,India,UAE,Ajman,Ajman University,Architecture,Business,2022,No,Job Opportunities,2024,Placed,IBM,88829,2.97,F1,Post-Study Visa,Duolingo,4.82
S13025,Ireland,Finland,Turku,University of Turku,Architecture,Arts,2015,No,Scholarship,2020,Placed,Goldman Sachs,57172,2.35,Tier 4,Blue Card,GRE,7.77
S13026,Germany,UK,Birmingham,University of Birmingham,Psychology,Law,2022,Yes,Job Opportunities,2024,Placed,Intel,98095,2.49,J1,Work Permit,TOEFL,8.21
S13027,Russia,Germany,Hamburg,University of Hamburg,Computer Science,Social Sciences,2014,No,Political Stability,2019,Placed,Siemens,59672,3.37,J1,PSW,TOEFL,3.53
S13028,Germany,Russia,Novosibirsk,Novosibirsk State University,Medicine,Computer Science,2018,No,Scholarship,2021,Placed,Facebook,55533,2.15,Schengen Student Visa,Work Permit,GRE,3.3
S13029,Finland,UK,London,University College London,Business Administration,Natural Sciences,2019,Yes,Quality of Life,2021,Placed,Apple,65991,3.5,J1,Post-Study Visa,PTE,7.38
S13030,USA,India,Lucknow,University of Lucknow,Biotechnology,Natural Sciences,2020,No,Higher Ranking,2026,Placed,Goldman Sachs,42973,3.77,Student Visa,PSW,PTE,5.17
S13031,Russia,Finland,Helsinki,University of Helsinki,Computer Science,Engineering,2022,Yes,Higher Ranking,2028,Placed,Microsoft,94863,3.52,F1,Work Permit,TOEFL,5.63
S13032,Canada,USA,Los Angeles,"University of California, Los Angeles",Business Administration,Social Sciences,2023,Yes,Political Stability,2028,Placed,Tesla,91430,2.56,Student Visa,PSW,TOEFL,6.44
S13033,Russia,Russia,Kazan,Kazan Federal University,Business Administration,Business,2019,No,Scholarship,2024,Placed,Nestle,58313,3.99,J1,Blue Card,IELTS,6.63
S13034,UAE,Russia,St. Petersburg,Saint Petersburg State University,Architecture,Social Sciences,2023,Yes,Higher Ranking,2029,Placed,Siemens,90546,3.17,J1,OPT,PTE,3.81
S13035,Finland,Russia,Yekaterinburg,Ural Federal University,Design,Medicine,2022,Yes,Political Stability,2026,Placed,Goldman Sachs,64849,2.33,Student Visa,Post-Study Visa,Duolingo,2.69
S13036,UAE,UAE,Umm Al Quwain,British University in Dubai,Computer Science,Business,2014,Yes,Scholarship,2019,Placed,McKinsey,33241,2.28,Study Permit,OPT,PTE,5.86
S13037,UK,USA,Phoenix,Arizona State University,Political Science,Medicine,2014,Yes,Job Opportunities,2016,Placed,Amazon,51633,3.5,Student Visa,Blue Card,PTE,2.72
S13038,South Africa,Finland,Tampere,Tampere University,Business Administration,Law,2022,Yes,Political Stability,2025,Placed,IBM,65052,2.15,J1,Post-Study Visa,Duolingo,6.09
S13039,Germany,Canada,Montreal,Concordia University,Political Science,Engineering,2014,No,Political Stability,2019,Placed,McKinsey,81245,2.41,F1,PSW,TOEFL,9.47
S13040,India,Germany,Hamburg,University of Hamburg,Electrical Engineering,Arts,2018,No,Higher Ranking,2020,Placed,Apple,97338,2.66,J1,Work Permit,GRE,2.22
S13041,India,Russia,St. Petersburg,Saint Petersburg State University,Psychology,Engineering,2016,No,Job Opportunities,2022,Placed,Tesla,66265,2.47,Tier 4,PSW,GRE,2.61
S13042,Canada,Finland,Lahti,Lahti University of Applied Sciences,Finance,Natural Sciences,2016,Yes,Political Stability,2018,Placed,Tesla,61273,2.7,Tier 4,Blue Card,IELTS,7.08
S13043,UK,Finland,Oulu,University of Oulu,Architecture,Engineering,2022,Yes,Higher Ranking,2024,Placed,Amazon,53785,3.93,Student Visa,Work Permit,TOEFL,5.72
S13044,UK,UAE,Sharjah,American University of Sharjah,Political Science,Social Sciences,2021,Yes,Scholarship,2027,Placed,SAP,32049,3.04,Study Permit,PSW,GRE,4.1
S13045,Russia,Canada,Ottawa,University of Ottawa,Law,Law,2019,No,Political Stability,2025,Placed,Amazon,58961,2.02,Study Permit,Blue Card,Duolingo,8.89
S13046,Ireland,Russia,Moscow,Lomonosov Moscow State University,Economics,Engineering,2020,Yes,Political Stability,2026,Placed,SAP,44063,2.96,Student Visa,Post-Study Visa,GRE,5.13
S13047,Canada,Finland,Oulu,University of Oulu,Business Administration,Engineering,2018,No,Scholarship,2023,Placed,Microsoft,93503,2.37,J1,PSW,TOEFL,7.72
S13048,USA,Ireland,Galway,National University of Ireland Galway,Data Science,Medicine,2016,Yes,Job Opportunities,2019,Placed,Amazon,59328,3.27,Schengen Student Visa,Blue Card,GRE,3.05
S13049,Russia,South Africa,Johannesburg,University of the Witwatersrand,Data Science,Natural Sciences,2017,Yes,Scholarship,2023,Placed,Deloitte,47833,3.48,Student Visa,Blue Card,IELTS,8.01
S13050,Germany,UAE,Dubai,University of Dubai,Design,Arts,2020,No,Political Stability,2024,Placed,Deloitte,75187,2.85,F1,OPT,Duolingo,7.79
S13051,UAE,South Africa,Johannesburg,University of Johannesburg,Computer Science,Medicine,2020,Yes,Higher Ranking,2025,Placed,Amazon,93389,2.03,F1,OPT,TOEFL,9.06
S13052,Canada,Canada,Vancouver,Simon Fraser University,Computer Science,Engineering,2019,No,Job Opportunities,2024,Placed,Deloitte,82139,2.45,Study Permit,PSW,IELTS,3.02
S13053,UK,South Africa,Durban,University of KwaZulu-Natal,Medicine,Natural Sciences,2014,Yes,Job Opportunities,2016,Placed,Nvidia,98166,2.82,Schengen Student Visa,Work Permit,PTE,5.4
S13054,South Africa,South Africa,Pretoria,University of Pretoria,Mechanical Engineering,Law,2017,Yes,Job Opportunities,2023,Placed,Tesla,88635,2.66,Student Visa,PSW,TOEFL,6.25
S13055,Finland,South Africa,Pretoria,University of Pretoria,Political Science,Social Sciences,2021,Yes,Political Stability,2024,Placed,McKinsey,43166,2.04,F1,OPT,Duolingo,7.88
S13056,Finland,UK,Birmingham,University of Birmingham,Civil Engineering,Social Sciences,2016,Yes,Higher Ranking,2018,Placed,Tesla,96459,3.17,Study Permit,Work Permit,PTE,3.02
